,Year,Cause Name,State,Deaths,Age-adjusted Death Rate,Underlying Cause,113 Code
4451,2010,Suicide,Missouri,856,14.0,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4452,2010,Suicide,Montana,227,21.8,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4453,2010,Suicide,Nebraska,193,10.4,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4454,2010,Suicide,Nevada,547,19.8,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4455,2010,Suicide,New Hampshire,196,14.1,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4456,2010,Suicide,New Jersey,719,7.7,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4457,2010,Suicide,New Mexico,413,20.1,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4458,2010,Suicide,New York,1547,7.7,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4459,2010,Suicide,North Carolina,1174,12.0,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4460,2010,Suicide,North Dakota,106,15.6,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4461,2010,Suicide,Ohio,1439,12.2,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4462,2010,Suicide,Oklahoma,618,16.5,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4463,2010,Suicide,Oregon,685,17.1,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4464,2010,Suicide,Pennsylvania,1576,11.9,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4465,2010,Suicide,Rhode Island,129,12.3,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4466,2010,Suicide,South Carolina,637,13.5,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4467,2010,Suicide,South Dakota,140,17.5,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4468,2010,Suicide,Tennessee,943,14.6,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4469,2010,Suicide,Texas,2891,11.8,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4471,2010,Suicide,Utah,473,18.3,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4472,2010,Suicide,Vermont,106,15.7,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4473,2010,Suicide,Virginia,963,11.7,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4474,2010,Suicide,Washington,957,13.9,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4475,2010,Suicide,West Virginia,279,14.1,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4476,2010,Suicide,Wisconsin,793,13.4,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4477,2010,Suicide,Wyoming,131,22.4,Intentional self-harm ,"*U03,X60-X84,Y87.0"
4478,2010,Cancer,Alabama,10196,191.7,Malignant neoplasms ,C00-C97
4479,2010,Cancer,Alaska,884,176.9,Malignant neoplasms ,C00-C97
4480,2010,Cancer,Arizona,10678,154.2,Malignant neoplasms ,C00-C97
4481,2010,Cancer,Arkansas,6475,194.7,Malignant neoplasms ,C00-C97
4482,2010,Cancer,California,56453,156.9,Malignant neoplasms ,C00-C97
4483,2010,Cancer,Colorado,7035,149.5,Malignant neoplasms ,C00-C97
4484,2010,Cancer,Connecticut,6954,163.4,Malignant neoplasms ,C00-C97
4485,2010,Cancer,Delaware,1909,185.7,Malignant neoplasms ,C00-C97
4486,2010,Cancer,District of Columbia,1041,178.3,Malignant neoplasms ,C00-C97
4487,2010,Cancer,Florida,41467,165.6,Malignant neoplasms ,C00-C97
4488,2010,Cancer,Georgia,15435,174.8,Malignant neoplasms ,C00-C97
4489,2010,Cancer,Hawaii,2266,140.9,Malignant neoplasms ,C00-C97
4490,2010,Cancer,Idaho,2530,159.9,Malignant neoplasms ,C00-C97
4491,2010,Cancer,Illinois,24070,178.6,Malignant neoplasms ,C00-C97
4492,2010,Cancer,Indiana,13164,188.6,Malignant neoplasms ,C00-C97
4493,2010,Cancer,Iowa,6358,171.9,Malignant neoplasms ,C00-C97
4494,2010,Cancer,Kansas,5377,171.3,Malignant neoplasms ,C00-C97
4495,2010,Cancer,Kentucky,9930,208.3,Malignant neoplasms ,C00-C97
4496,2010,Cancer,Louisiana,9203,197.6,Malignant neoplasms ,C00-C97
4497,2010,Cancer,Maine,3248,187.9,Malignant neoplasms ,C00-C97
4498,2010,Cancer,Maryland,10269,171.2,Malignant neoplasms ,C00-C97
4499,2010,Cancer,Massachusetts,12993,171.3,Malignant neoplasms ,C00-C97
4500,2010,Cancer,Michigan,20620,182.9,Malignant neoplasms ,C00-C97
4501,2010,Cancer,Minnesota,9612,167.2,Malignant neoplasms ,C00-C97
4502,2010,Cancer,Mississippi,6271,201.4,Malignant neoplasms ,C00-C97
4503,2010,Cancer,Missouri,12626,185.6,Malignant neoplasms ,C00-C97
4504,2010,Cancer,Montana,1923,161.0,Malignant neoplasms ,C00-C97
4505,2010,Cancer,Nebraska,3438,167.4,Malignant neoplasms ,C00-C97
4506,2010,Cancer,Nevada,4529,174.2,Malignant neoplasms ,C00-C97
4507,2010,Cancer,New Hampshire,2525,167.9,Malignant neoplasms ,C00-C97
4508,2010,Cancer,New Jersey,16815,169.5,Malignant neoplasms ,C00-C97
4509,2010,Cancer,New Mexico,3358,152.4,Malignant neoplasms ,C00-C97
4510,2010,Cancer,New York,35431,163.1,Malignant neoplasms ,C00-C97
4511,2010,Cancer,North Carolina,18061,179.0,Malignant neoplasms ,C00-C97
4512,2010,Cancer,North Dakota,1269,157.1,Malignant neoplasms ,C00-C97
4513,2010,Cancer,Ohio,25083,187.7,Malignant neoplasms ,C00-C97
4514,2010,Cancer,Oklahoma,7831,191.3,Malignant neoplasms ,C00-C97
4515,2010,Cancer,Oregon,7638,173.9,Malignant neoplasms ,C00-C97
4516,2010,Cancer,Pennsylvania,29055,181.6,Malignant neoplasms ,C00-C97
4517,2010,Cancer,Rhode Island,2266,178.3,Malignant neoplasms ,C00-C97
4518,2010,Cancer,South Carolina,9356,183.6,Malignant neoplasms ,C00-C97
4519,2010,Cancer,South Dakota,1655,171.0,Malignant neoplasms ,C00-C97
4520,2010,Cancer,Tennessee,13593,195.7,Malignant neoplasms ,C00-C97
4521,2010,Cancer,Texas,36717,165.9,Malignant neoplasms ,C00-C97
4523,2010,Cancer,Utah,2810,133.7,Malignant neoplasms ,C00-C97
4524,2010,Cancer,Vermont,1392,183.3,Malignant neoplasms ,C00-C97
4525,2010,Cancer,Virginia,14080,172.4,Malignant neoplasms ,C00-C97
4526,2010,Cancer,Washington,11874,170.5,Malignant neoplasms ,C00-C97
4527,2010,Cancer,West Virginia,4685,198.0,Malignant neoplasms ,C00-C97
4528,2010,Cancer,Wisconsin,11279,174.5,Malignant neoplasms ,C00-C97
4529,2010,Cancer,Wyoming,1016,172.6,Malignant neoplasms ,C00-C97
4530,2010,Kidney disease,Alabama,1184,23.1,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4532,2010,Kidney disease,Alaska,56,13.5,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4533,2010,Kidney disease,Arizona,537,7.9,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4534,2010,Kidney disease,Arkansas,737,22.8,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4535,2010,Kidney disease,California,3112,8.7,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4537,2010,Kidney disease,Colorado,426,9.6,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4538,2010,Kidney disease,Connecticut,599,13.4,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4539,2010,Kidney disease,Delaware,158,15.4,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4540,2010,Kidney disease,District of Columbia,84,14.5,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4541,2010,Kidney disease,Florida,3297,12.9,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4542,2010,Kidney disease,Georgia,1753,21.3,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4543,2010,Kidney disease,Hawaii,208,12.8,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4544,2010,Kidney disease,Idaho,186,12.1,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4545,2010,Kidney disease,Illinois,2612,19.3,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4546,2010,Kidney disease,Indiana,1516,22.0,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4547,2010,Kidney disease,Iowa,323,8.1,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4548,2010,Kidney disease,Kansas,577,17.7,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4549,2010,Kidney disease,Kentucky,1079,23.8,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4550,2010,Kidney disease,Louisiana,1218,27.3,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4551,2010,Kidney disease,Maine,272,15.8,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4552,2010,Kidney disease,Maryland,803,13.6,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4553,2010,Kidney disease,Massachusetts,1381,17.5,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4554,2010,Kidney disease,Michigan,1720,15.3,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4555,2010,Kidney disease,Minnesota,897,15.0,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4556,2010,Kidney disease,Mississippi,738,24.7,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4557,2010,Kidney disease,Missouri,1305,19.2,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4558,2010,Kidney disease,Montana,133,11.3,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4559,2010,Kidney disease,Nebraska,290,13.4,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4560,2010,Kidney disease,Nevada,471,19.5,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4561,2010,Kidney disease,New Hampshire,206,14.2,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4562,2010,Kidney disease,New Jersey,1580,15.6,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4563,2010,Kidney disease,New Mexico,276,13.1,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4564,2010,Kidney disease,New York,2439,11.0,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4565,2010,Kidney disease,North Carolina,1892,19.5,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4566,2010,Kidney disease,North Dakota,104,11.5,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4567,2010,Kidney disease,Ohio,2066,15.4,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4568,2010,Kidney disease,Oklahoma,595,15.0,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4569,2010,Kidney disease,Oregon,400,8.9,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4570,2010,Kidney disease,Pennsylvania,2982,17.8,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4571,2010,Kidney disease,Rhode Island,199,14.5,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4572,2010,Kidney disease,South Carolina,963,19.9,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4573,2010,Kidney disease,South Dakota,74,7.3,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4574,2010,Kidney disease,Tennessee,983,14.8,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4575,2010,Kidney disease,Texas,3878,18.4,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4578,2010,Kidney disease,Utah,263,13.1,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4579,2010,Kidney disease,Vermont,50,6.7,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4580,2007,Unintentional injuries,Kentucky,2372,55.6,Accidents ,"V01-X59,Y85-Y86"
4581,2010,Kidney disease,Virginia,1595,20.2,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4582,2010,Kidney disease,Washington,552,8.0,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4583,2010,Kidney disease,West Virginia,475,20.3,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4584,2010,Kidney disease,Wisconsin,1163,17.5,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4585,2010,Kidney disease,Wyoming,69,12.5,"Nephritis, nephrotic syndrome and nephrosis ","N00-N07,N17-N19,N25-N27"
4586,2009,Unintentional injuries,Alabama,2351,49.0,Accidents ,"V01-X59,Y85-Y86"
4587,2009,Unintentional injuries,Alaska,340,53.3,Accidents ,"V01-X59,Y85-Y86"
4588,2009,Unintentional injuries,Arizona,2919,45.5,Accidents ,"V01-X59,Y85-Y86"
4589,2009,Unintentional injuries,Arkansas,1473,50.2,Accidents ,"V01-X59,Y85-Y86"
4590,2007,Unintentional injuries,Louisiana,2466,56.8,Accidents ,"V01-X59,Y85-Y86"
4591,2009,Unintentional injuries,California,10860,29.4,Accidents ,"V01-X59,Y85-Y86"
4592,2009,Unintentional injuries,Colorado,2144,44.5,Accidents ,"V01-X59,Y85-Y86"
4593,2009,Unintentional injuries,Connecticut,1293,33.0,Accidents ,"V01-X59,Y85-Y86"
4594,2009,Unintentional injuries,Delaware,333,36.8,Accidents ,"V01-X59,Y85-Y86"
4595,2009,Unintentional injuries,District of Columbia,145,24.6,Accidents ,"V01-X59,Y85-Y86"
4596,2009,Unintentional injuries,Florida,8746,43.4,Accidents ,"V01-X59,Y85-Y86"
4597,2009,Unintentional injuries,Georgia,3812,42.1,Accidents ,"V01-X59,Y85-Y86"
4598,2009,Unintentional injuries,Hawaii,436,30.2,Accidents ,"V01-X59,Y85-Y86"
4599,2009,Unintentional injuries,Idaho,670,44.0,Accidents ,"V01-X59,Y85-Y86"
4600,2009,Unintentional injuries,Illinois,3961,30.4,Accidents ,"V01-X59,Y85-Y86"
4601,2009,Unintentional injuries,Indiana,2577,39.3,Accidents ,"V01-X59,Y85-Y86"
4603,2009,Unintentional injuries,Iowa,1255,37.0,Accidents ,"V01-X59,Y85-Y86"
4604,2009,Unintentional injuries,Kansas,1273,42.9,Accidents ,"V01-X59,Y85-Y86"
4605,2009,Unintentional injuries,Kentucky,2394,55.1,Accidents ,"V01-X59,Y85-Y86"
4606,2009,Unintentional injuries,Louisiana,2142,48.0,Accidents ,"V01-X59,Y85-Y86"
4608,2009,Unintentional injuries,Maine,602,40.9,Accidents ,"V01-X59,Y85-Y86"
4609,2009,Unintentional injuries,Maryland,1415,24.3,Accidents ,"V01-X59,Y85-Y86"
4610,2009,Unintentional injuries,Massachusetts,2076,29.3,Accidents ,"V01-X59,Y85-Y86"
4611,2009,Unintentional injuries,Michigan,3682,35.8,Accidents ,"V01-X59,Y85-Y86"
4612,2009,Unintentional injuries,Minnesota,2037,36.2,Accidents ,"V01-X59,Y85-Y86"
4613,2009,Unintentional injuries,Mississippi,1658,56.4,Accidents ,"V01-X59,Y85-Y86"
4614,2009,Unintentional injuries,Missouri,2939,47.5,Accidents ,"V01-X59,Y85-Y86"
4615,2009,Unintentional injuries,Montana,619,60.3,Accidents ,"V01-X59,Y85-Y86"
4616,2009,Unintentional injuries,Nebraska,683,35.6,Accidents ,"V01-X59,Y85-Y86"
4617,2009,Unintentional injuries,Nevada,1025,39.0,Accidents ,"V01-X59,Y85-Y86"
4618,2009,Unintentional injuries,New Hampshire,482,34.8,Accidents ,"V01-X59,Y85-Y86"
4620,2009,Unintentional injuries,New Jersey,1875,20.1,Accidents ,"V01-X59,Y85-Y86"
4621,2009,Unintentional injuries,New Mexico,1281,63.8,Accidents ,"V01-X59,Y85-Y86"
4623,2009,Unintentional injuries,New York,4891,23.9,Accidents ,"V01-X59,Y85-Y86"
4624,2009,Unintentional injuries,North Carolina,4136,43.6,Accidents ,"V01-X59,Y85-Y86"
4625,2009,Unintentional injuries,North Dakota,324,44.1,Accidents ,"V01-X59,Y85-Y86"
4626,2009,Unintentional injuries,Ohio,4012,33.1,Accidents ,"V01-X59,Y85-Y86"
4627,2009,Unintentional injuries,Oklahoma,2284,61.2,Accidents ,"V01-X59,Y85-Y86"
4628,2009,Unintentional injuries,Oregon,1598,39.3,Accidents ,"V01-X59,Y85-Y86"
4629,2009,Unintentional injuries,Pennsylvania,5477,39.4,Accidents ,"V01-X59,Y85-Y86"
4630,2009,Unintentional injuries,Rhode Island,428,36.1,Accidents ,"V01-X59,Y85-Y86"
4631,2009,Unintentional injuries,South Carolina,2229,48.0,Accidents ,"V01-X59,Y85-Y86"
4632,2009,Unintentional injuries,South Dakota,349,40.7,Accidents ,"V01-X59,Y85-Y86"
4633,2009,Unintentional injuries,Tennessee,3231,50.6,Accidents ,"V01-X59,Y85-Y86"
4635,2009,Unintentional injuries,Texas,9349,40.2,Accidents ,"V01-X59,Y85-Y86"
4637,2009,Unintentional injuries,Utah,899,38.2,Accidents ,"V01-X59,Y85-Y86"
4638,2009,Unintentional injuries,Vermont,308,43.5,Accidents ,"V01-X59,Y85-Y86"
4639,2009,Unintentional injuries,Virginia,2622,33.3,Accidents ,"V01-X59,Y85-Y86"
4640,2009,Unintentional injuries,Washington,2696,39.4,Accidents ,"V01-X59,Y85-Y86"
4641,2009,Unintentional injuries,West Virginia,942,48.2,Accidents ,"V01-X59,Y85-Y86"
4642,2009,Unintentional injuries,Wisconsin,2449,40.0,Accidents ,"V01-X59,Y85-Y86"
4644,2009,Unintentional injuries,Wyoming,299,53.7,Accidents ,"V01-X59,Y85-Y86"
4697,2009,Alzheimer's disease,Alabama,1521,31.6,Alzheimer's disease ,G30
4698,2009,Alzheimer's disease,Alaska,67,21.5,Alzheimer's disease ,G30
4699,2009,Alzheimer's disease,Arizona,2097,32.7,Alzheimer's disease ,G30
4700,2009,Alzheimer's disease,Arkansas,885,27.8,Alzheimer's disease ,G30
4701,2009,Alzheimer's disease,California,9905,28.1,Alzheimer's disease ,G30
4702,2009,Alzheimer's disease,Colorado,1319,31.4,Alzheimer's disease ,G30
4703,2009,Alzheimer's disease,Connecticut,778,16.3,Alzheimer's disease ,G30
4704,2009,Alzheimer's disease,Delaware,163,16.9,Alzheimer's disease ,G30
4705,2009,Alzheimer's disease,District of Columbia,94,15.7,Alzheimer's disease ,G30
4706,2009,Alzheimer's disease,Florida,4617,17.6,Alzheimer's disease ,G30
4707,2009,Alzheimer's disease,Georgia,1865,25.9,Alzheimer's disease ,G30
4708,2009,Alzheimer's disease,Hawaii,253,14.8,Alzheimer's disease ,G30
4709,2009,Alzheimer's disease,Idaho,369,24.7,Alzheimer's disease ,G30
4710,2009,Alzheimer's disease,Illinois,2891,21.0,Alzheimer's disease ,G30
4711,2009,Alzheimer's disease,Indiana,1884,27.4,Alzheimer's disease ,G30
4712,2009,Alzheimer's disease,Iowa,1265,29.9,Alzheimer's disease ,G30
4713,2009,Alzheimer's disease,Kansas,802,23.9,Alzheimer's disease ,G30
4714,2009,Alzheimer's disease,Kentucky,1345,31.3,Alzheimer's disease ,G30
4715,2009,Alzheimer's disease,Louisiana,1336,32.3,Alzheimer's disease ,G30
4716,2009,Alzheimer's disease,Maine,466,26.9,Alzheimer's disease ,G30
4717,2009,Alzheimer's disease,Maryland,937,16.3,Alzheimer's disease ,G30
4718,2009,Alzheimer's disease,Massachusetts,1700,20.6,Alzheimer's disease ,G30
4719,2009,Alzheimer's disease,Michigan,2578,22.9,Alzheimer's disease ,G30
4720,2009,Alzheimer's disease,Minnesota,1358,22.2,Alzheimer's disease ,G30
4722,2009,Alzheimer's disease,Mississippi,900,32.1,Alzheimer's disease ,G30
4723,2009,Alzheimer's disease,Missouri,1728,25.5,Alzheimer's disease ,G30
4724,2009,Alzheimer's disease,Montana,256,21.6,Alzheimer's disease ,G30
4725,2009,Alzheimer's disease,Nebraska,573,25.6,Alzheimer's disease ,G30
4726,2009,Alzheimer's disease,Nevada,312,15.5,Alzheimer's disease ,G30
4727,2009,Alzheimer's disease,New Hampshire,367,25.0,Alzheimer's disease ,G30
4728,2009,Alzheimer's disease,New Jersey,1872,17.9,Alzheimer's disease ,G30
4729,2009,Alzheimer's disease,New Mexico,373,18.6,Alzheimer's disease ,G30
4730,2009,Alzheimer's disease,New York,2396,10.5,Alzheimer's disease ,G30
4731,2009,Alzheimer's disease,North Carolina,2646,29.2,Alzheimer's disease ,G30
4732,2009,Alzheimer's disease,North Dakota,366,39.0,Alzheimer's disease ,G30
4733,2009,Alzheimer's disease,Ohio,3879,28.5,Alzheimer's disease ,G30
4734,2009,Alzheimer's disease,Oklahoma,993,25.8,Alzheimer's disease ,G30
4735,2009,Alzheimer's disease,Oregon,1212,27.3,Alzheimer's disease ,G30
4736,2009,Alzheimer's disease,Pennsylvania,3547,20.0,Alzheimer's disease ,G30
4737,2009,Alzheimer's disease,Rhode Island,321,21.7,Alzheimer's disease ,G30
4738,2009,Alzheimer's disease,South Carolina,1478,33.4,Alzheimer's disease ,G30
4739,2009,Alzheimer's disease,South Dakota,403,36.8,Alzheimer's disease ,G30
4740,2009,Alzheimer's disease,Tennessee,2203,35.4,Alzheimer's disease ,G30
4741,2009,Alzheimer's disease,Texas,5064,26.6,Alzheimer's disease ,G30
4743,2009,Alzheimer's disease,Utah,371,19.6,Alzheimer's disease ,G30
4744,2009,Alzheimer's disease,Vermont,190,25.5,Alzheimer's disease ,G30
4745,2009,Alzheimer's disease,Virginia,1738,23.5,Alzheimer's disease ,G30
4746,2009,Alzheimer's disease,Washington,3010,44.6,Alzheimer's disease ,G30
4747,2009,Alzheimer's disease,West Virginia,563,24.9,Alzheimer's disease ,G30
4748,2009,Alzheimer's disease,Wisconsin,1611,23.3,Alzheimer's disease ,G30
4749,2009,Alzheimer's disease,Wyoming,136,25.8,Alzheimer's disease ,G30
4750,2009,Stroke,Alabama,2675,53.6,Cerebrovascular diseases ,I60-I69
4751,2009,Stroke,Alaska,162,41.8,Cerebrovascular diseases ,I60-I69
4752,2009,Stroke,Arizona,2072,31.7,Cerebrovascular diseases ,I60-I69
4753,2009,Stroke,Arkansas,1694,52.9,Cerebrovascular diseases ,I60-I69
4754,2009,Stroke,California,13506,38.5,Cerebrovascular diseases ,I60-I69
4755,2009,Stroke,Colorado,1532,35.2,Cerebrovascular diseases ,I60-I69
4756,2009,Stroke,Connecticut,1460,32.4,Cerebrovascular diseases ,I60-I69
4757,2009,Stroke,Delaware,415,42.5,Cerebrovascular diseases ,I60-I69
4758,2009,Stroke,District of Columbia,199,34.6,Cerebrovascular diseases ,I60-I69
4759,2009,Stroke,Florida,8395,33.2,Cerebrovascular diseases ,I60-I69
4760,2009,Stroke,Georgia,3732,46.9,Cerebrovascular diseases ,I60-I69
4761,2009,Stroke,Hawaii,671,41.0,Cerebrovascular diseases ,I60-I69
4762,2009,Stroke,Idaho,627,41.6,Cerebrovascular diseases ,I60-I69
4763,2009,Stroke,Illinois,5258,39.0,Cerebrovascular diseases ,I60-I69
4764,2009,Stroke,Indiana,3004,44.0,Cerebrovascular diseases ,I60-I69
4765,2009,Stroke,Iowa,1635,41.2,Cerebrovascular diseases ,I60-I69
4766,2009,Stroke,Kansas,1416,43.2,Cerebrovascular diseases ,I60-I69
4767,2009,Stroke,Kentucky,2064,46.4,Cerebrovascular diseases ,I60-I69
4768,2009,Stroke,Louisiana,2061,47.4,Cerebrovascular diseases ,I60-I69
4769,2009,Stroke,Maine,647,38.0,Cerebrovascular diseases ,I60-I69
4770,2009,Stroke,Maryland,2288,39.4,Cerebrovascular diseases ,I60-I69
4772,2009,Stroke,Massachusetts,2579,32.5,Cerebrovascular diseases ,I60-I69
4773,2009,Stroke,Michigan,4435,39.8,Cerebrovascular diseases ,I60-I69
4774,2009,Stroke,Minnesota,2033,34.4,Cerebrovascular diseases ,I60-I69
4775,2009,Stroke,Mississippi,1436,48.8,Cerebrovascular diseases ,I60-I69
4776,2009,Stroke,Missouri,3017,44.9,Cerebrovascular diseases ,I60-I69
4777,2009,Stroke,Montana,462,39.5,Cerebrovascular diseases ,I60-I69
4778,2009,Stroke,Nebraska,857,40.1,Cerebrovascular diseases ,I60-I69
4779,2009,Stroke,Nevada,859,36.9,Cerebrovascular diseases ,I60-I69
4780,2009,Stroke,New Hampshire,499,34.1,Cerebrovascular diseases ,I60-I69
4781,2009,Stroke,New Jersey,3265,32.6,Cerebrovascular diseases ,I60-I69
4782,2009,Stroke,New Mexico,726,35.2,Cerebrovascular diseases ,I60-I69
4783,2009,Stroke,New York,5950,27.0,Cerebrovascular diseases ,I60-I69
4784,2009,Stroke,North Carolina,4442,47.2,Cerebrovascular diseases ,I60-I69
4785,2009,Stroke,North Dakota,337,38.2,Cerebrovascular diseases ,I60-I69
4786,2009,Stroke,Ohio,5576,41.8,Cerebrovascular diseases ,I60-I69
4787,2009,Stroke,Oklahoma,1961,50.1,Cerebrovascular diseases ,I60-I69
4788,2009,Stroke,Oregon,1912,43.5,Cerebrovascular diseases ,I60-I69
4789,2009,Stroke,Pennsylvania,6842,40.7,Cerebrovascular diseases ,I60-I69
4790,2009,Stroke,Rhode Island,429,31.4,Cerebrovascular diseases ,I60-I69
4791,2009,Stroke,South Carolina,2400,51.3,Cerebrovascular diseases ,I60-I69
4792,2009,Stroke,South Dakota,418,40.2,Cerebrovascular diseases ,I60-I69
4793,2009,Stroke,Tennessee,3156,48.7,Cerebrovascular diseases ,I60-I69
4794,2009,Stroke,Texas,9137,45.2,Cerebrovascular diseases ,I60-I69
4796,2009,Stroke,Utah,738,37.6,Cerebrovascular diseases ,I60-I69
4797,2009,Stroke,Vermont,221,29.7,Cerebrovascular diseases ,I60-I69
4798,2009,Stroke,Virginia,3244,42.5,Cerebrovascular diseases ,I60-I69
4799,2009,Stroke,Washington,2591,38.6,Cerebrovascular diseases ,I60-I69
4800,2009,Stroke,West Virginia,1073,46.7,Cerebrovascular diseases ,I60-I69
4801,2009,Stroke,Wisconsin,2501,37.7,Cerebrovascular diseases ,I60-I69
4802,2009,Stroke,Wyoming,233,42.6,Cerebrovascular diseases ,I60-I69
4803,2009,CLRD,Alabama,2770,54.2,Chronic lower respiratory diseases ,J40-J47
4804,2009,CLRD,Alaska,196,49.7,Chronic lower respiratory diseases ,J40-J47
4805,2009,CLRD,Arizona,2839,42.7,Chronic lower respiratory diseases ,J40-J47
4806,2009,CLRD,Arkansas,1831,56.2,Chronic lower respiratory diseases ,J40-J47
4807,2009,CLRD,California,12936,37.5,Chronic lower respiratory diseases ,J40-J47
